class name,time,location,instructors,dates,campus
SLS 1501 - First Year Experience,MoWe 3:15PM - 4:05PM,Chem & Physics 107,Marco Moreno,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 10:00AM - 10:50AM,Ziff Education Bldg 110,Timothy Dean,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,TuTh 10:00AM - 10:50AM,Student Acad Success Cntr 302,Jennely Vasquez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,TuTh 11:45AM - 12:35PM,Academic Health Center 5 212A,Maria Walker,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 1:30PM - 2:20PM,Student Athletic Academic Ctr,Nahum Jean-Louis,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,TuTh 11:45AM - 12:35PM,Charles E. Perry (PC) 424,Lynnette Alonso-Capote,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,TuTh 11:45AM - 12:35PM,Graham Center 280,Tamara Cratit,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,Tu 11:45AM - 12:35PM,Ryder Business 120,Yesenis De La Paz,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,Th 11:45AM - 12:35PM,Deuxieme Maison 144,Yesenis De La Paz,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,TuTh 10:00AM - 10:50AM,"Comp, Arts, Sci & Educat 145",Manuel Nino,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,TuTh 8:15AM - 9:05AM,Green Library 137,Maida Purdy,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,TuTh 3:15PM - 4:05PM,"Comp, Arts, Sci & Educat 145",Shannonlee Rodriguez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,TuTh 8:15AM - 9:05AM,Graham Center 285,Paule Champagne,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,TuTh 10:00AM - 10:50AM,Charles E. Perry (PC) 419,Emily Armenteros,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 8:15AM - 9:05AM,Chem & Physics 111,Alina Dominguez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 10:00AM - 10:50AM,College of Business Complex254,Cory Fairfield,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,TuTh 11:45AM - 12:35PM,Charles E. Perry (PC) 431,Yoldine Lormantus,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,TuTh 1:30PM - 2:20PM,Ryder Business 140,TBA OCM,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,TuTh 1:30PM - 2:20PM,Charles E. Perry (PC) 447,Sheikera Phillips,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 1:30PM - 2:20PM,Charles E. Perry (PC) 425,Luis Garibaldi,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 1:30PM - 2:20PM,Graham Center 274,Ryan Alfaro,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 10:00AM - 10:50AM,Charles E. Perry (PC) 416,To be Announced,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 2:30PM - 3:20PM,Graham Center 276,Jawhara Graham,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,TuTh 5:00PM - 5:50PM,Graham Center 275A,Kirstie Downs,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 9:00AM - 9:50AM,College of Business Complex140,Yelena Diaz,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 8:15AM - 9:05AM,Chem & Physics 107,Stephen Loynaz,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,TuTh 1:30PM - 2:20PM,Deuxieme Maison 144,Nancy  Bonny,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 10:00AM - 10:50AM,College of Business Complex140,Moira Lertora,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 8:15AM - 9:05AM,College of Business Complex142,Melanie Gomez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,TuTh 11:45AM - 12:35PM,Ryder Business 140,Brittany Davis,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 3407 - Major and Career Exploration,TuTh 11:45AM - 12:35PM,Green Library 139,To be Announced,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 3407 - Major and Career Exploration,MoWe 1:30PM - 2:20PM,Paul Cejas Architecture 165,Sonia Hernandez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
IND 5285 - Design Foundations,TuTh 1:30PM - 4:50PM,Paul Cejas Architecture 165,TBA OCM,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
IND 5319 - Visual Notation for Interior Design,We 10:00AM - 1:20PM,Paul Cejas Architecture 171,TJ Marston,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
IND 5427 - Construction Documents in Interior Architecture,Sa 2:40PM - 6:00PM,Paul Cejas Architecture 167,Gabriela Luaces,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
IND 5427 - Construction Documents in Interior Architecture,Sa 2:40PM - 6:00PM,Paul Cejas Architecture 171,Midori Shim,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
IND 5475 - Computer Applications in Design,TuTh 10:00AM - 1:20PM,Paul Cejas Architecture 310,TBA OCM,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
IND 5629 - Computer Applications in Design III,Sa 10:00AM - 1:45PM,Paul Cejas Architecture 171,Gabriela Luaces,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
IND 5937 - Special Topics,MoWe 10:00AM - 1:20PM,Graham Center 276,Harvey Bernstein,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ENT 4113 - Entrepreneurship: New Business Development,Th 9:50AM - 12:30PM,Mgmt and New Growth Opp 221,Dileep Rao,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ENT 4113 - Entrepreneurship: New Business Development,TuTh 10:00AM - 1:20PM,Mgmt and New Growth Opp 221,Geoffrey Poyen,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAN 3072 - American Culture in Business,TuTh 6:15PM - 9:35PM,Ryder Business 130,Juan Pujol,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAN 4442 - International Business Negotiations,TuTh 5:00PM - 8:20PM,Charles E. Perry (PC) 431,Liria Litano,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAN 4602 - International Business,TuTh 2:40PM - 6:00PM,Ryder Business 130,Karen Paul,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAN 4602 - International Business,Mo 10:00AM - 1:20PM,Charles E. Perry (PC) 439,Geoffrey Poyen,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAN 4613 - International Risk Assessment,Tu 10:00AM - 1:20PM,Mgmt and New Growth Opp 220,David Wernick,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAN 4633 - MNC Strategy,TuTh 6:15PM - 9:35PM,Ryder Business 140,Alfonso Lovo,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAN 4653 - Foreign Direct Investment,Th 5:00PM - 8:20PM,Green Library 139,Louis Melbourne,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,MoWe 2:00PM - 5:20PM,Green Library 139,Dr Mimi Capote,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,TuTh 6:30PM - 9:50PM,Ryder Business 130,TBA OCM,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Th 10:50AM - 2:10PM,Green Library 245,Hortensia Sampedro,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,TuTh 5:00PM - 8:20PM,Charles E. Perry (PC) 310,Luis Gonzalez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Mo 5:00PM - 8:20PM,Ryder Business 140,Jose Rocha,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Tu 3:15PM - 6:35PM,Green Library 139,Aya Chacar,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAN 6679 - Master's Project in International Business,Tu 6:00PM - 9:45PM,College of Business Complex140,Fred Walumbwa,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
MMC 4936 - Special Topics,MoWe 6:00PM - 8:00PM,Paul Cejas Architecture 180,Gregg Birnbaum,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
CEN 4010 - Software Engineering I,TuTh 5:00PM - 6:35PM,Viertes Haus 133,Maral Kargarmoakhar,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
CEN 4072 - Fundamentals of Software Testing,TuTh 10:00AM - 1:20PM,Viertes Haus 133,Rehan Akbar,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CGS 2100 - Intro to Microcomputer Applications for Business,MoWe 8:15AM - 11:35AM,Viertes Haus 133,Max Langen,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CGS 2100 - Intro to Microcomputer Applications for Business,MoWe 11:45AM - 3:05PM,Viertes Haus 133,Max Langen,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CGS 3095 - Technology in the Global Arena,MoWe 5:00PM - 8:20PM,"Comp, Arts, Sci & Educat 141",Jerry Miller,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CGS 3095 - Technology in the Global Arena,TuTh 10:00AM - 11:35AM,Parking Garage 6 105,Max Langen,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
COP 2210 - Programming I,MoWe 10:00AM - 12:50PM,Parking Garage 6 116,Hafiz Abid Mahmood Malik,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
COP 2210 - Programming I,TuTh 10:00AM - 12:50PM,Parking Garage 6 116,Richard Whittaker,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
COP 3337 - Computer Programming II,MoWe 10:00AM - 11:35AM,Parking Garage 6 112,Ahmad Waqas,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
COP 3337 - Computer Programming II,MoWe 11:45AM - 1:20PM,Parking Garage 6 112,Ahmad Waqas,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
COP 3337 - Computer Programming II,Tu 3:15PM - 4:50PM,Academic Health Center 5 201,Kianoush Gholamiboroujeni,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
COP 3530 - Data Structures,TuTh 5:00PM - 6:35PM,Academic Health Center 5 201,Kianoush Gholamiboroujeni,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
COP 3530 - Data Structures,TuTh 1:30PM - 3:05PM,Academic Health Center 5 201,Kianoush Gholamiboroujeni,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
COP 3804 - Intermediate Java Programming,Mo 1:30PM - 3:05PM,Parking Garage 6 116,Mustafa Ocal,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
COP 4338 - Systems Programming,TuTh 10:00AM - 11:35AM,Parking Garage 6 112,Ahmad Waqas,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
COP 4338 - Systems Programming,TuTh 11:45AM - 1:20PM,Academic Health Center 5 201,Ahmad Waqas,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
COP 4338 - Systems Programming,Th 3:15PM - 4:50PM,Academic Health Center 5 201,Kianoush Gholamiboroujeni,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
COP 4610 - Operating Systems Principles,TuTh 6:45PM - 10:05PM,Parking Garage 6 105,Eddie Monteiro,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
COP 4710 - Database Management,TuTh 3:15PM - 4:50PM,Owa Ehan 105,Kiavash Bahreini,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
COT 3100 - Discrete Structures,TuTh 1:30PM - 4:50PM,"Comp, Arts, Sci & Educat 135",Richard Whittaker,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
COT 3100 - Discrete Structures,TuTh 8:15AM - 9:50AM,Parking Garage 6 112,Richard Whittaker,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
COT 3100 - Discrete Structures,We 11:45AM - 1:20PM,Parking Garage 6 105,Samira Zad,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
IDC 6940 - Capstone Course in Data Science,TuTh 5:00PM - 6:15PM,"Comp, Arts, Sci & Educat 145",Juan Mancilla-Caceres,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
LAA 5346 - Visual Notation in Landscape Architecture I,We 10:00AM - 1:20PM,Paul Cejas Architecture 171,TJ Marston,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
LAA 5371 - Computer Practices in Landscape Architecture 1,TuTh 10:00AM - 1:20PM,Paul Cejas Architecture 310,TBA OCM,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
LAA 5605 - Design Foundations,TuTh 1:30PM - 4:50PM,Paul Cejas Architecture 165,TBA OCM,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
LAA 6382 - Analysis Methods,Tu 4:15PM - 9:20PM,Paul Cejas Architecture 167,Gianno Feoli,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
LAA 6916 - Research Methods,Th 4:15PM - 9:20PM,Paul Cejas Architecture 167,Gianno Feoli,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
LAW 6106 - Death Penalty Clinic,Th 5:00PM - 7:05PM,Rafael Diaz-Balart 1004,Mia Ji,05/20/2024 - 08/01/2024,Modesto A. Maidique Campus
LAW 6114 - Criminal Procedure: Adjudication,TuWe 7:15PM - 9:20PM,Rafael Diaz-Balart 1009,Scott Fingerhut,05/20/2024 - 08/01/2024,Modesto A. Maidique Campus
LAW 6520 - Administrative Law,TuTh 5:00PM - 7:05PM,Rafael Diaz-Balart 2006,Kendall Coffey,05/20/2024 - 08/01/2024,Modesto A. Maidique Campus
LAW 6713 - Domestic Arbitration,MoWe 5:00PM - 7:05PM,Rafael Diaz-Balart 2001,Larry Leiby,05/20/2024 - 08/01/2024,Modesto A. Maidique Campus
LAW 6723 - Community Lawyering Clinic,Th 5:00PM - 7:05PM,Rafael Diaz-Balart 1006,Karin Batista,05/20/2024 - 08/01/2024,Modesto A. Maidique Campus
LAW 6750 - Professional Responsibility,Tu 5:00PM - 7:05PM,Rafael Diaz-Balart 2008,Margaret Brenan Correoso,05/20/2024 - 08/01/2024,Modesto A. Maidique Campus
LAW 6750 - Professional Responsibility,MoWe 5:00PM - 7:05PM,Rafael Diaz-Balart 2007,Robert Scavone Jr,05/20/2024 - 08/01/2024,Modesto A. Maidique Campus
LAW 6936 - Seminars,Mo 5:00PM - 7:05PM,Rafael Diaz-Balart 1006,Roberto Suarez,05/20/2024 - 08/01/2024,Modesto A. Maidique Campus
LAW 6943 - Carlos A. Costa Immigration and Human Rights Clinic,Th 5:00PM - 7:05PM,Rafael Diaz-Balart 1031,Juan Gomez,05/20/2024 - 08/01/2024,Modesto A. Maidique Campus
LAW 7303 - Florida Civil Practice,TuTh 5:00PM - 7:05PM,Rafael Diaz-Balart 2001,Jose Rodriguez,05/20/2024 - 08/01/2024,Modesto A. Maidique Campus
LAW 7308 - Complex Litigation,We 5:00PM - 7:05PM,Rafael Diaz-Balart 2002,Rima Mullins,05/20/2024 - 08/01/2024,Modesto A. Maidique Campus
LAW 7503 - Florida Constitutional Law,TuTh 7:15PM - 9:20PM,Rafael Diaz-Balart 2001,"Joni Coffey,",05/20/2024 - 08/01/2024,Modesto A. Maidique Campus
LAW 7930 - Special Topics in Law,Mo 5:00PM - 7:50PM,Rafael Diaz-Balart 2002,Paul Moore,05/20/2024 - 08/01/2024,Modesto A. Maidique Campus
LAW 7930 - Special Topics in Law,We 5:00PM - 6:25PM,Rafael Diaz-Balart 2005,Andrej Milic,05/20/2024 - 08/01/2024,Modesto A. Maidique Campus
HUM 1020 - Introduction to Humanities,MoWe 11:45AM - 3:05PM,Parking Garage 6 114,Sophia Sanchez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
IDS 3073 - Understanding Your Liberal Studies Major,MoWe 5:00PM - 6:15PM,Deuxieme Maison 164,Manuel Munoz-Repiso,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
MAR 3023 - Introduction to Marketing,TuTh 6:45PM - 10:05PM,Green Library 100A,Oscar Diaz,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAR 3023 - Introduction to Marketing,MoWe 11:45AM - 3:05PM,Ocean Bank Convoc Center 121,Shivam Agarwal,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAR 3023 - Introduction to Marketing,TuTh 6:45PM - 10:05PM,Graham Center 283A,Aida Pajares,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAR 3023 - Introduction to Marketing,TuTh 6:45PM - 10:05PM,Owa Ehan 105,Oscar Diaz,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAR 4144 - Export Marketing,MoWe 5:00PM - 8:20PM,Green Library 100A,Craig Austin,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAR 4156 - International Marketing,We 10:50AM - 2:10PM,Charles E. Perry (PC) 211,Wendy Guess,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAR 4156 - International Marketing,Th 10:50AM - 2:10PM,College of Business Complex254,Elizabeth Beristain,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAR 4203 - Marketing Channels,Mo 2:40PM - 6:00PM,Charles E. Perry (PC) 431,Walter Liu,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAR 4233 - Social Media Marketing,TuTh 6:45PM - 10:05PM,Charles E. Perry (PC) 211,Kaan Canayaz,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAR 4233 - Social Media Marketing,TuTh 1:30PM - 4:50PM,College of Business Complex254,Maria Garcia,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAR 4354 - Marketing Yourself in the Global Marketplace,Th 2:40PM - 6:00PM,Mgmt and New Growth Opp 220,Nancy Richmond,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAR 4354 - Marketing Yourself in the Global Marketplace,TuTh 6:45PM - 10:05PM,Ocean Bank Convoc Center 119,Jennifer Houston,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAR 4354 - Marketing Yourself in the Global Marketplace,MoWe 5:00PM - 8:20PM,College of Business Complex254,Kyrsten Alvarez,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAR 4400 - Personal Selling,MoWe 11:45AM - 3:05PM,Mgmt and New Growth Opp 220,Rafael Soltero Venegas,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAR 4503 - Consumer Behavior,Tu 2:40PM - 6:00PM,Ryder Business 130,Jennifer Houston,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAR 4613 - Marketing Research I,TuTh 10:00AM - 1:20PM,Ryder Business 170,Jaclyn Tanenbaum,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAR 4613 - Marketing Research I,TuTh 3:15PM - 6:35PM,Green Library 245,Aida Pajares,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAR 4733 - Digital Marketing,Th 10:50AM - 2:10PM,Ryder Business 140,Kyrsten Alvarez,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAR 4804 - Marketing Strategy,MoWe 11:45AM - 3:05PM,College of Business Complex254,Vivian Chen,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
TRA 4721 - Global Logistics,MoWe 11:45AM - 3:05PM,College of Business Complex142,Sebastian Garcia Dastugue,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAC 1000 - College Algebra Stretch,TuTh 10:00AM - 12:00PM,PG5 MARKET STATION 134,Jeremiah Hower,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAC 1000 - College Algebra Stretch,TuTh 4:00PM - 6:00PM,PG5 MARKET STATION 155,Jeremiah Hower,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAC 2005 - Calculus II Stretch,TuTh 10:00AM - 12:00PM,Green Library 139,Cem Sayar,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAC 2313 - Multivariable Calc,MoTuWeTh 11:45AM - 1:55PM,Parking Garage 6 115,Gueo Grantcharov,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAD 2104 - Discrete Mathematics,MoTuWeTh 11:45AM - 1:20PM,Charles E. Perry (PC) 214,Theodore Tachim Medjo,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAP 2302 - Differential Equations,MoTuWeTh 10:00AM - 11:35AM,Charles E. Perry (PC) 214,Wei Wang,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAS 3105 - Linear Algebra,TuTh 10:00AM - 11:35AM,Academic Health Center 5 201,Philippe Rukimbira,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
MGF 1000 - Finite Mathematics Stretch,MoWe 11:00AM - 1:00PM,Green Library 266,Jorge Hernandez,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MGF 1001 - Social Choice Mathematics Stretch,MoWe 11:00AM - 1:00PM,Green Library 266,Jorge Hernandez,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
STA 2023 - Statistics for Business and Economics,MoTuWeTh 1:30PM - 3:05PM,Charles E. Perry (PC) 211,Pablo Olivares Rieumont,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
STA 2122 - Statistics for Behavioral and Social Sciences I,MoTuWeTh 1:30PM - 3:05PM,Ryder Business 120,Sergio Perez Melo,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
STA 3033 - Prob & Stat For Cs,MoTuWeTh 3:15PM - 4:50PM,Charles E. Perry (PC) 331,Hassan Zahedi-Jasbi,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
STA 3111 - Statistics I,MoTuWeTh 10:00AM - 11:35AM,Academic Health Center 5 212A,Rodrigo Aristizabal,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
STA 3112 - Statistics II,MoTuWeTh 1:30PM - 3:05PM,Academic Health Center 5 212A,Rodrigo Aristizabal,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
STA 4664 - Stat Quality Control,MoTuWeTh 11:45AM - 1:20PM,Charles E. Perry (PC) 419,B M Golam Kibria,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
STA 5666 - Advanced Statistical Quality Control,MoTuWeTh 11:45AM - 1:20PM,Charles E. Perry (PC) 419,B M Golam Kibria,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
EGN 3311 - Statics,TuTh 10:00AM - 1:20PM,Engineering Center 1109,Gonzalo Gonzalez Rey,05/06/2024 - 06/14/2024,Engineering Center
EGN 3311 - Statics,MoWe 11:45AM - 3:05PM,Engineering Center 1116,Ju Sun,06/17/2024 - 07/26/2024,Engineering Center
EGN 3321 - Dynamics,TuTh 11:45AM - 3:15PM,Engineering Center 1105,Ju Sun,06/17/2024 - 07/26/2024,Engineering Center
EGN 3365 - Materials in Engineering,TuTh 11:45AM - 3:05PM,Engineering Center 1104,Alexander Franco Hernandez,06/17/2024 - 07/26/2024,Engineering Center
EMA 3702 - Mechanics and Materials Science,TuTh 8:15AM - 11:35AM,Engineering Center 1105,Seyad Ebrahim Beladi,06/17/2024 - 07/26/2024,Engineering Center
EMA 3702L - Mechanics and Materials Science Lab,TuTh 10:00AM - 1:20PM,Engineering Center 3275,Meer Safa,06/17/2024 - 07/26/2024,Engineering Center
EML 1533 - Introduction to CAD for Mechanical Engineers,MoWe 8:15AM - 11:35AM,Engineering Center 1104,Andriy Durygin,05/06/2024 - 06/14/2024,Engineering Center
EML 3126L - Transp Pheno Lab,MoWe 1:30PM - 4:50PM,Engineering Center 3330,Meer Safa,06/17/2024 - 07/26/2024,Engineering Center
EML 3301L - Instrumentation and Measurement Laboratory,TuTh 10:00AM - 1:20PM,Engineering Center 3410,Meer Safa,05/06/2024 - 06/14/2024,Engineering Center
EML 3500 - Mechanical Design I,MoWe 10:00AM - 1:20PM,Engineering Center 1105,Tony Thomas,05/06/2024 - 06/14/2024,Engineering Center
ARA 1130 - Arabic I,MoTuTh 6:25PM - 8:45PM,Graham Center 274,Jamil Istifan,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
FOL 3930 - Special Topics,MoTuWeThFr 9:00AM - 12:00PM,SCH. INTER.&PUBLIC AFFAIRS 230,Nick Andre,07/15/2024 - 07/26/2024,Modesto A. Maidique Campus
FOL 3930 - Special Topics,MoTuWeThFr 1:00PM - 3:00PM,SCH. INTER.&PUBLIC AFFAIRS 230,Nick Andre,07/15/2024 - 07/26/2024,Modesto A. Maidique Campus
FOL 3930 - Special Topics,MoTuWeThFr 9:00AM - 12:00PM,Ziff Education Bldg 120,Nadeve Menard,07/15/2024 - 07/26/2024,Modesto A. Maidique Campus
FOL 3930 - Special Topics,MoTuWeThFr 1:00PM - 3:00PM,Ziff Education Bldg 120,Nadeve Menard,07/15/2024 - 07/26/2024,Modesto A. Maidique Campus
FRE 1130 - French I,TuThFr 9:30AM - 11:45AM,Charles E. Perry (PC) 416,Blanca Silva,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
FRE 2200 - Intermediate French,TuTh 10:00AM - 1:20PM,Graham Center 271B,Maria Garcia,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
FRE 3413 - Communication Arts,TuTh 10:00AM - 1:20PM,Graham Center 271B,Maria Garcia,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
HAI 3213 - Accelerated Haitian Creole,MoTuWeThFr 9:00AM - 12:00PM,Graham Center 140,Nick Andre,06/17/2024 - 06/28/2024,Modesto A. Maidique Campus
HAI 3213 - Accelerated Haitian Creole,MoTuWeThFr 1:00PM - 3:00PM,TBA,Nick Andre,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
HAI 3214 - Accelerated Intermediate Haitian Creole,MoTuWeThFr 9:00AM - 12:00PM,Graham Center 287A,Nadeve Menard,06/17/2024 - 06/28/2024,Modesto A. Maidique Campus
HAI 3214 - Accelerated Intermediate Haitian Creole,MoTuWeThFr 1:00PM - 3:00PM,Graham Center 287B,Nadeve Menard,06/17/2024 - 06/28/2024,Modesto A. Maidique Campus
HAI 3214 - Accelerated Intermediate Haitian Creole,MoTuWeThFr 9:00AM - 12:00PM,Graham Center 287A,Nick Andre,07/01/2024 - 07/12/2024,Modesto A. Maidique Campus
HAI 3214 - Accelerated Intermediate Haitian Creole,MoTuWeThFr 1:00PM - 3:00PM,TBA,Nick Andre,07/01/2024 - 07/12/2024,Modesto A. Maidique Campus
HAI 3500 - Haiti: Language and Culture,MoTuWeThFr 9:00AM - 12:00PM,SCH. INTER.&PUBLIC AFFAIRS 230,Nadeve Menard,07/01/2024 - 07/12/2024,Modesto A. Maidique Campus
